survey_id,Date,ANI,DNIS,channel,product,state,call_transcrpt,all_topics_discussed,supporting_quote,ai_topic_reasoning,customer_sentiment,process_time,model_version,topic_cluster_ids,topic_discussed,general_topic_l1
S028,28/08/2025,0483 441 772,0426 821 409,Phone,Travel,SA,"I am quite neutral with how the rude staff was handled. It took longer than expected to get a resolution, and the communication from your support team was not clear enough.","['Rude staff handling', 'Long resolution time', 'Unclear communication']","It took longer than expected to get a resolution, and the communication from your support team was not clear enough.",The respondent acknowledges issues with staff demeanor and delays in resolution while expressing ambiguity in communication.,Neutral,2025-11-18T22:47:16,gpt-4o-mini,"[8, 4, 10]",Rude staff handling,Customer service issues
S028,28/08/2025,0483 441 772,0426 821 409,Phone,Travel,SA,"I am quite neutral with how the rude staff was handled. It took longer than expected to get a resolution, and the communication from your support team was not clear enough.","['Rude staff handling', 'Long resolution time', 'Unclear communication']","It took longer than expected to get a resolution, and the communication from your support team was not clear enough.",The respondent acknowledges issues with staff demeanor and delays in resolution while expressing ambiguity in communication.,Neutral,2025-11-18T22:47:16,gpt-4o-mini,"[8, 4, 10]",Long resolution time,Service response efficiency
S028,28/08/2025,0483 441 772,0426 821 409,Phone,Travel,SA,"I am quite neutral with how the rude staff was handled. It took longer than expected to get a resolution, and the communication from your support team was not clear enough.","['Rude staff handling', 'Long resolution time', 'Unclear communication']","It took longer than expected to get a resolution, and the communication from your support team was not clear enough.",The respondent acknowledges issues with staff demeanor and delays in resolution while expressing ambiguity in communication.,Neutral,2025-11-18T22:47:16,gpt-4o-mini,"[8, 4, 10]",Unclear communication,Communication improvement needs
S029,25/07/2025,0452 488 607,0491 785 753,Branch,Travel,NT,"I'm frustrated about how my no follow up was addressed. It seems like there is no proper escalation process or accountability within the team, which made things worse.","['Lack of follow up', 'Inadequate escalation process', 'Poor accountability']",It seems like there is no proper escalation process or accountability within the team.,"The customer expresses frustration about the lack of follow-up and accountability, indicating systemic issues in communication.",Negative,2025-11-18T22:47:19,gpt-4o-mini,"[3, 3, 5]",Lack of follow up,Escalation and follow-up issues
S029,25/07/2025,0452 488 607,0491 785 753,Branch,Travel,NT,"I'm frustrated about how my no follow up was addressed. It seems like there is no proper escalation process or accountability within the team, which made things worse.","['Lack of follow up', 'Inadequate escalation process', 'Poor accountability']",It seems like there is no proper escalation process or accountability within the team.,"The customer expresses frustration about the lack of follow-up and accountability, indicating systemic issues in communication.",Negative,2025-11-18T22:47:19,gpt-4o-mini,"[3, 3, 5]",Inadequate escalation process,Escalation and follow-up issues
S029,25/07/2025,0452 488 607,0491 785 753,Branch,Travel,NT,"I'm frustrated about how my no follow up was addressed. It seems like there is no proper escalation process or accountability within the team, which made things worse.","['Lack of follow up', 'Inadequate escalation process', 'Poor accountability']",It seems like there is no proper escalation process or accountability within the team.,"The customer expresses frustration about the lack of follow-up and accountability, indicating systemic issues in communication.",Negative,2025-11-18T22:47:19,gpt-4o-mini,"[3, 3, 5]",Poor accountability,Team accountability challenges
S030,9/08/2025,0457 962 427,0455 119 790,Phone,Hospital,ACT,"I'm angry about how my billing error was addressed. It seems like there is no proper escalation process or accountability within the team, which made things worse.","['Billing error handling', 'Lack of escalation process', 'Poor accountability']",I'm angry about how my billing error was addressed.,The customer expresses frustration over inadequate handling of a billing issue and lack of proper processes.,Negative,2025-11-18T22:47:22,gpt-4o-mini,"[9, 3, 5]",Billing error handling,Billing discrepancies management
S030,9/08/2025,0457 962 427,0455 119 790,Phone,Hospital,ACT,"I'm angry about how my billing error was addressed. It seems like there is no proper escalation process or accountability within the team, which made things worse.","['Billing error handling', 'Lack of escalation process', 'Poor accountability']",I'm angry about how my billing error was addressed.,The customer expresses frustration over inadequate handling of a billing issue and lack of proper processes.,Negative,2025-11-18T22:47:22,gpt-4o-mini,"[9, 3, 5]",Lack of escalation process,Escalation and follow-up issues
S030,9/08/2025,0457 962 427,0455 119 790,Phone,Hospital,ACT,"I'm angry about how my billing error was addressed. It seems like there is no proper escalation process or accountability within the team, which made things worse.","['Billing error handling', 'Lack of escalation process', 'Poor accountability']",I'm angry about how my billing error was addressed.,The customer expresses frustration over inadequate handling of a billing issue and lack of proper processes.,Negative,2025-11-18T22:47:22,gpt-4o-mini,"[9, 3, 5]",Poor accountability,Team accountability challenges
S031,9/05/2025,0426 414 148,0408 974 785,Phone,Hospital,ACT,"I faced a billing error recently and it caused significant inconvenience. While the agent tried to help, the process was confusing and slow, making the whole experience frustrating.","['Billing error', 'Inconvenience caused', 'Confusing process', 'Slow resolution']","the process was confusing and slow, making the whole experience frustrating.",The customer experienced a billing error that led to frustration due to a confusing and slow resolution process. This indicates a need for better billing communication and efficiency.,Negative,2025-11-18T22:47:24,gpt-4o-mini,"[9, 8, 10, 4]",Billing error,Billing discrepancies management
S031,9/05/2025,0426 414 148,0408 974 785,Phone,Hospital,ACT,"I faced a billing error recently and it caused significant inconvenience. While the agent tried to help, the process was confusing and slow, making the whole experience frustrating.","['Billing error', 'Inconvenience caused', 'Confusing process', 'Slow resolution']","the process was confusing and slow, making the whole experience frustrating.",The customer experienced a billing error that led to frustration due to a confusing and slow resolution process. This indicates a need for better billing communication and efficiency.,Negative,2025-11-18T22:47:24,gpt-4o-mini,"[9, 8, 10, 4]",Inconvenience caused,Customer service issues
S031,9/05/2025,0426 414 148,0408 974 785,Phone,Hospital,ACT,"I faced a billing error recently and it caused significant inconvenience. While the agent tried to help, the process was confusing and slow, making the whole experience frustrating.","['Billing error', 'Inconvenience caused', 'Confusing process', 'Slow resolution']","the process was confusing and slow, making the whole experience frustrating.",The customer experienced a billing error that led to frustration due to a confusing and slow resolution process. This indicates a need for better billing communication and efficiency.,Negative,2025-11-18T22:47:24,gpt-4o-mini,"[9, 8, 10, 4]",Confusing process,Communication improvement needs
S031,9/05/2025,0426 414 148,0408 974 785,Phone,Hospital,ACT,"I faced a billing error recently and it caused significant inconvenience. While the agent tried to help, the process was confusing and slow, making the whole experience frustrating.","['Billing error', 'Inconvenience caused', 'Confusing process', 'Slow resolution']","the process was confusing and slow, making the whole experience frustrating.",The customer experienced a billing error that led to frustration due to a confusing and slow resolution process. This indicates a need for better billing communication and efficiency.,Negative,2025-11-18T22:47:24,gpt-4o-mini,"[9, 8, 10, 4]",Slow resolution,Service response efficiency
S032,28/05/2025,0418 262 512,0450 176 529,Email,Extras,NT,"I am quite frustrated with how the account locked was handled. It took longer than expected to get a resolution, and the communication from your support team was not clear enough.","['Account lock frustration', 'Delayed resolution', 'Poor communication']","It took longer than expected to get a resolution, and the communication from your support team was not clear enough.",The customer expresses dissatisfaction with the handling and communication regarding the account lock issue.,Negative,2025-11-18T22:47:27,gpt-4o-mini,"[6, 4, 10]",Account lock frustration,Account locking challenges
S032,28/05/2025,0418 262 512,0450 176 529,Email,Extras,NT,"I am quite frustrated with how the account locked was handled. It took longer than expected to get a resolution, and the communication from your support team was not clear enough.","['Account lock frustration', 'Delayed resolution', 'Poor communication']","It took longer than expected to get a resolution, and the communication from your support team was not clear enough.",The customer expresses dissatisfaction with the handling and communication regarding the account lock issue.,Negative,2025-11-18T22:47:27,gpt-4o-mini,"[6, 4, 10]",Delayed resolution,Service response efficiency
S032,28/05/2025,0418 262 512,0450 176 529,Email,Extras,NT,"I am quite frustrated with how the account locked was handled. It took longer than expected to get a resolution, and the communication from your support team was not clear enough.","['Account lock frustration', 'Delayed resolution', 'Poor communication']","It took longer than expected to get a resolution, and the communication from your support team was not clear enough.",The customer expresses dissatisfaction with the handling and communication regarding the account lock issue.,Negative,2025-11-18T22:47:27,gpt-4o-mini,"[6, 4, 10]",Poor communication,Communication improvement needs
S033,25/09/2025,0486 964 857,0407 259 871,Mobile App,Extras,NSW,"I am quite frustrated with how the wrong item sent was handled. It took longer than expected to get a resolution, and the communication from your support team was not clear enough.","['Wrong item handling', 'Long resolution time', 'Lack of clear communication']","It took longer than expected to get a resolution, and the communication from your support team was not clear enough.",The customer expresses frustration about the handling of an incorrect item and poor communication during the resolution process.,Negative,2025-11-18T22:47:30,gpt-4o-mini,"[7, 4, 10]",Wrong item handling,Incorrect item management
S033,25/09/2025,0486 964 857,0407 259 871,Mobile App,Extras,NSW,"I am quite frustrated with how the wrong item sent was handled. It took longer than expected to get a resolution, and the communication from your support team was not clear enough.","['Wrong item handling', 'Long resolution time', 'Lack of clear communication']","It took longer than expected to get a resolution, and the communication from your support team was not clear enough.",The customer expresses frustration about the handling of an incorrect item and poor communication during the resolution process.,Negative,2025-11-18T22:47:30,gpt-4o-mini,"[7, 4, 10]",Long resolution time,Service response efficiency
S033,25/09/2025,0486 964 857,0407 259 871,Mobile App,Extras,NSW,"I am quite frustrated with how the wrong item sent was handled. It took longer than expected to get a resolution, and the communication from your support team was not clear enough.","['Wrong item handling', 'Long resolution time', 'Lack of clear communication']","It took longer than expected to get a resolution, and the communication from your support team was not clear enough.",The customer expresses frustration about the handling of an incorrect item and poor communication during the resolution process.,Negative,2025-11-18T22:47:30,gpt-4o-mini,"[7, 4, 10]",Lack of clear communication,Communication improvement needs
S034,5/06/2025,0475 579 490,0405 875 964,Phone,Extras,QLD,"I faced a account locked recently and it caused significant inconvenience. While the agent tried to help, the process was confusing and slow, making the whole experience frustrating.","['Account locked issue', 'Confusing support process', 'Slow assistance experience']","the process was confusing and slow, making the whole experience frustrating.",The customer experienced inconvenience due to a locked account and found the support process to be inadequate.,Negative,2025-11-18T22:47:34,gpt-4o-mini,"[6, 1, 4]",Account locked issue,Account locking challenges
S034,5/06/2025,0475 579 490,0405 875 964,Phone,Extras,QLD,"I faced a account locked recently and it caused significant inconvenience. While the agent tried to help, the process was confusing and slow, making the whole experience frustrating.","['Account locked issue', 'Confusing support process', 'Slow assistance experience']","the process was confusing and slow, making the whole experience frustrating.",The customer experienced inconvenience due to a locked account and found the support process to be inadequate.,Negative,2025-11-18T22:47:34,gpt-4o-mini,"[6, 1, 4]",Confusing support process,Support communication challenges
S034,5/06/2025,0475 579 490,0405 875 964,Phone,Extras,QLD,"I faced a account locked recently and it caused significant inconvenience. While the agent tried to help, the process was confusing and slow, making the whole experience frustrating.","['Account locked issue', 'Confusing support process', 'Slow assistance experience']","the process was confusing and slow, making the whole experience frustrating.",The customer experienced inconvenience due to a locked account and found the support process to be inadequate.,Negative,2025-11-18T22:47:34,gpt-4o-mini,"[6, 1, 4]",Slow assistance experience,Service response efficiency
S035,18/06/2025,0444 886 584,0404 234 859,Phone,Extras,ACT,"I'm annoyed about how my unhelpful agent was addressed. It seems like there is no proper escalation process or accountability within the team, which made things worse.","['Unhelpful agent', 'Lack of escalation process', 'No accountability']",I'm annoyed about how my unhelpful agent was addressed.,The customer expresses frustration with the agent's assistance and highlights systemic issues in the team's accountability and escalation procedures.,Negative,2025-11-18T22:47:37,gpt-4o-mini,"[8, 3, 5]",Unhelpful agent,Customer service issues
S035,18/06/2025,0444 886 584,0404 234 859,Phone,Extras,ACT,"I'm annoyed about how my unhelpful agent was addressed. It seems like there is no proper escalation process or accountability within the team, which made things worse.","['Unhelpful agent', 'Lack of escalation process', 'No accountability']",I'm annoyed about how my unhelpful agent was addressed.,The customer expresses frustration with the agent's assistance and highlights systemic issues in the team's accountability and escalation procedures.,Negative,2025-11-18T22:47:37,gpt-4o-mini,"[8, 3, 5]",Lack of escalation process,Escalation and follow-up issues
S035,18/06/2025,0444 886 584,0404 234 859,Phone,Extras,ACT,"I'm annoyed about how my unhelpful agent was addressed. It seems like there is no proper escalation process or accountability within the team, which made things worse.","['Unhelpful agent', 'Lack of escalation process', 'No accountability']",I'm annoyed about how my unhelpful agent was addressed.,The customer expresses frustration with the agent's assistance and highlights systemic issues in the team's accountability and escalation procedures.,Negative,2025-11-18T22:47:37,gpt-4o-mini,"[8, 3, 5]",No accountability,Team accountability challenges
S036,26/06/2025,0416 375 120,0475 296 370,Web,Ambulance Cover,NT,The overall experience was not great due to a wrong item sent. I had to contact support multiple times and it still remains unresolved. I expected better service quality.,"['Incorrect item sent', 'Poor customer support', 'Unresolved issue', 'Low service quality']",The overall experience was not great due to a wrong item sent.,"The customer faced multiple issues regarding the wrong item and inadequate support, leading to dissatisfaction.",Negative,2025-11-18T22:47:40,gpt-4o-mini,"[7, 1, 1, 2]",Incorrect item sent,Incorrect item management
S036,26/06/2025,0416 375 120,0475 296 370,Web,Ambulance Cover,NT,The overall experience was not great due to a wrong item sent. I had to contact support multiple times and it still remains unresolved. I expected better service quality.,"['Incorrect item sent', 'Poor customer support', 'Unresolved issue', 'Low service quality']",The overall experience was not great due to a wrong item sent.,"The customer faced multiple issues regarding the wrong item and inadequate support, leading to dissatisfaction.",Negative,2025-11-18T22:47:40,gpt-4o-mini,"[7, 1, 1, 2]",Poor customer support,Support communication challenges
S036,26/06/2025,0416 375 120,0475 296 370,Web,Ambulance Cover,NT,The overall experience was not great due to a wrong item sent. I had to contact support multiple times and it still remains unresolved. I expected better service quality.,"['Incorrect item sent', 'Poor customer support', 'Unresolved issue', 'Low service quality']",The overall experience was not great due to a wrong item sent.,"The customer faced multiple issues regarding the wrong item and inadequate support, leading to dissatisfaction.",Negative,2025-11-18T22:47:40,gpt-4o-mini,"[7, 1, 1, 2]",Unresolved issue,Support communication challenges
S036,26/06/2025,0416 375 120,0475 296 370,Web,Ambulance Cover,NT,The overall experience was not great due to a wrong item sent. I had to contact support multiple times and it still remains unresolved. I expected better service quality.,"['Incorrect item sent', 'Poor customer support', 'Unresolved issue', 'Low service quality']",The overall experience was not great due to a wrong item sent.,"The customer faced multiple issues regarding the wrong item and inadequate support, leading to dissatisfaction.",Negative,2025-11-18T22:47:40,gpt-4o-mini,"[7, 1, 1, 2]",Low service quality,Service and Product Quality
S037,26/04/2025,0441 588 966,0468 157 576,Phone,Travel,VIC,"I faced a long waiting time recently and it caused significant inconvenience. While the agent tried to help, the process was confusing and slow, making the whole experience frustrating.","['Long waiting time', 'Confusing process', 'Slow service']",I faced a long waiting time recently and it caused significant inconvenience.,"The customer highlights issues with waiting duration and the clarity of the process, impacting their overall experience.",Negative,2025-11-18T22:47:43,gpt-4o-mini,"[0, 10, 4]",Long waiting time,Delivery handling concerns
S037,26/04/2025,0441 588 966,0468 157 576,Phone,Travel,VIC,"I faced a long waiting time recently and it caused significant inconvenience. While the agent tried to help, the process was confusing and slow, making the whole experience frustrating.","['Long waiting time', 'Confusing process', 'Slow service']",I faced a long waiting time recently and it caused significant inconvenience.,"The customer highlights issues with waiting duration and the clarity of the process, impacting their overall experience.",Negative,2025-11-18T22:47:43,gpt-4o-mini,"[0, 10, 4]",Confusing process,Communication improvement needs
S037,26/04/2025,0441 588 966,0468 157 576,Phone,Travel,VIC,"I faced a long waiting time recently and it caused significant inconvenience. While the agent tried to help, the process was confusing and slow, making the whole experience frustrating.","['Long waiting time', 'Confusing process', 'Slow service']",I faced a long waiting time recently and it caused significant inconvenience.,"The customer highlights issues with waiting duration and the clarity of the process, impacting their overall experience.",Negative,2025-11-18T22:47:43,gpt-4o-mini,"[0, 10, 4]",Slow service,Service response efficiency
S038,29/05/2025,0416 365 341,0488 431 291,Branch,Ambulance Cover,QLD,"I faced a unclear instructions recently and it caused significant inconvenience. While the agent tried to help, the process was confusing and slow, making the whole experience frustrating.","['Unclear instructions', 'Confusing process', 'Slow service']","the process was confusing and slow, making the whole experience frustrating.",The respondent experienced difficulty due to unclear instructions and found the overall process frustratingly slow.,Negative,2025-11-18T22:47:46,gpt-4o-mini,"[10, 10, 4]",Unclear instructions,Communication improvement needs
S038,29/05/2025,0416 365 341,0488 431 291,Branch,Ambulance Cover,QLD,"I faced a unclear instructions recently and it caused significant inconvenience. While the agent tried to help, the process was confusing and slow, making the whole experience frustrating.","['Unclear instructions', 'Confusing process', 'Slow service']","the process was confusing and slow, making the whole experience frustrating.",The respondent experienced difficulty due to unclear instructions and found the overall process frustratingly slow.,Negative,2025-11-18T22:47:46,gpt-4o-mini,"[10, 10, 4]",Confusing process,Communication improvement needs
S038,29/05/2025,0416 365 341,0488 431 291,Branch,Ambulance Cover,QLD,"I faced a unclear instructions recently and it caused significant inconvenience. While the agent tried to help, the process was confusing and slow, making the whole experience frustrating.","['Unclear instructions', 'Confusing process', 'Slow service']","the process was confusing and slow, making the whole experience frustrating.",The respondent experienced difficulty due to unclear instructions and found the overall process frustratingly slow.,Negative,2025-11-18T22:47:46,gpt-4o-mini,"[10, 10, 4]",Slow service,Service response efficiency
S039,7/09/2025,0433 529 243,0491 561 954,Branch,Hospital,SA,"I am quite frustrated with how the long waiting time was handled. It took longer than expected to get a resolution, and the communication from your support team was not clear enough.","['Long waiting time', 'Unclear communication', 'Delayed resolution']","It took longer than expected to get a resolution, and the communication from your support team was not clear enough.",The customer expresses frustration with the extended time to receive a resolution and the lack of clear communication from support.,Negative,2025-11-18T22:47:50,gpt-4o-mini,"[0, 10, 4]",Long waiting time,Delivery handling concerns
S039,7/09/2025,0433 529 243,0491 561 954,Branch,Hospital,SA,"I am quite frustrated with how the long waiting time was handled. It took longer than expected to get a resolution, and the communication from your support team was not clear enough.","['Long waiting time', 'Unclear communication', 'Delayed resolution']","It took longer than expected to get a resolution, and the communication from your support team was not clear enough.",The customer expresses frustration with the extended time to receive a resolution and the lack of clear communication from support.,Negative,2025-11-18T22:47:50,gpt-4o-mini,"[0, 10, 4]",Unclear communication,Communication improvement needs
S039,7/09/2025,0433 529 243,0491 561 954,Branch,Hospital,SA,"I am quite frustrated with how the long waiting time was handled. It took longer than expected to get a resolution, and the communication from your support team was not clear enough.","['Long waiting time', 'Unclear communication', 'Delayed resolution']","It took longer than expected to get a resolution, and the communication from your support team was not clear enough.",The customer expresses frustration with the extended time to receive a resolution and the lack of clear communication from support.,Negative,2025-11-18T22:47:50,gpt-4o-mini,"[0, 10, 4]",Delayed resolution,Service response efficiency
S040,17/06/2025,0483 268 385,0418 684 171,Branch,Hospital,ACT,"I faced a unhelpful agent recently and it caused significant inconvenience. While the agent tried to help, the process was confusing and slow, making the whole experience frustrating.","['Unhelpful agent', 'Confusing process', 'Slow service', 'Inconvenient experience']",I faced a unhelpful agent recently and it caused significant inconvenience.,"The comment highlights issues with agent support and the overall process efficiency, leading to frustration.",Negative,2025-11-18T22:47:55,gpt-4o-mini,"[8, 10, 4, 8]",Unhelpful agent,Customer service issues
S040,17/06/2025,0483 268 385,0418 684 171,Branch,Hospital,ACT,"I faced a unhelpful agent recently and it caused significant inconvenience. While the agent tried to help, the process was confusing and slow, making the whole experience frustrating.","['Unhelpful agent', 'Confusing process', 'Slow service', 'Inconvenient experience']",I faced a unhelpful agent recently and it caused significant inconvenience.,"The comment highlights issues with agent support and the overall process efficiency, leading to frustration.",Negative,2025-11-18T22:47:55,gpt-4o-mini,"[8, 10, 4, 8]",Confusing process,Communication improvement needs
S040,17/06/2025,0483 268 385,0418 684 171,Branch,Hospital,ACT,"I faced a unhelpful agent recently and it caused significant inconvenience. While the agent tried to help, the process was confusing and slow, making the whole experience frustrating.","['Unhelpful agent', 'Confusing process', 'Slow service', 'Inconvenient experience']",I faced a unhelpful agent recently and it caused significant inconvenience.,"The comment highlights issues with agent support and the overall process efficiency, leading to frustration.",Negative,2025-11-18T22:47:55,gpt-4o-mini,"[8, 10, 4, 8]",Slow service,Service response efficiency
S040,17/06/2025,0483 268 385,0418 684 171,Branch,Hospital,ACT,"I faced a unhelpful agent recently and it caused significant inconvenience. While the agent tried to help, the process was confusing and slow, making the whole experience frustrating.","['Unhelpful agent', 'Confusing process', 'Slow service', 'Inconvenient experience']",I faced a unhelpful agent recently and it caused significant inconvenience.,"The comment highlights issues with agent support and the overall process efficiency, leading to frustration.",Negative,2025-11-18T22:47:55,gpt-4o-mini,"[8, 10, 4, 8]",Inconvenient experience,Customer service issues
S041,7/08/2025,0432 198 848,0485 162 101,Web,Extras,WA,"I faced a delivery delay recently and it caused significant inconvenience. While the agent tried to help, the process was confusing and slow, making the whole experience frustrating.","['Delivery delay', 'Inconvenience caused', 'Confusing process', 'Slow experience']","the process was confusing and slow, making the whole experience frustrating.",The customer experienced a delivery delay that caused frustration due to the confusing and slow process.,Negative,2025-11-18T22:47:57,gpt-4o-mini,"[0, 8, 10, 4]",Delivery delay,Delivery handling concerns
S041,7/08/2025,0432 198 848,0485 162 101,Web,Extras,WA,"I faced a delivery delay recently and it caused significant inconvenience. While the agent tried to help, the process was confusing and slow, making the whole experience frustrating.","['Delivery delay', 'Inconvenience caused', 'Confusing process', 'Slow experience']","the process was confusing and slow, making the whole experience frustrating.",The customer experienced a delivery delay that caused frustration due to the confusing and slow process.,Negative,2025-11-18T22:47:57,gpt-4o-mini,"[0, 8, 10, 4]",Inconvenience caused,Customer service issues
S041,7/08/2025,0432 198 848,0485 162 101,Web,Extras,WA,"I faced a delivery delay recently and it caused significant inconvenience. While the agent tried to help, the process was confusing and slow, making the whole experience frustrating.","['Delivery delay', 'Inconvenience caused', 'Confusing process', 'Slow experience']","the process was confusing and slow, making the whole experience frustrating.",The customer experienced a delivery delay that caused frustration due to the confusing and slow process.,Negative,2025-11-18T22:47:57,gpt-4o-mini,"[0, 8, 10, 4]",Confusing process,Communication improvement needs
S041,7/08/2025,0432 198 848,0485 162 101,Web,Extras,WA,"I faced a delivery delay recently and it caused significant inconvenience. While the agent tried to help, the process was confusing and slow, making the whole experience frustrating.","['Delivery delay', 'Inconvenience caused', 'Confusing process', 'Slow experience']","the process was confusing and slow, making the whole experience frustrating.",The customer experienced a delivery delay that caused frustration due to the confusing and slow process.,Negative,2025-11-18T22:47:57,gpt-4o-mini,"[0, 8, 10, 4]",Slow experience,Service response efficiency
S042,30/04/2025,0468 845 930,0479 216 981,Phone,Hospital,NT,"Although the product itself is fine, the poor product quality made the experience unpleasant. I hope future interactions can be smoother and more efficient for customers like me.","['Poor product quality', 'Unpleasant experience', 'Need for smoother interactions']",the poor product quality made the experience unpleasant.,The survey response highlights dissatisfaction with product quality and suggests improvements for customer interactions.,Negative,2025-11-18T22:48:00,gpt-4o-mini,"[2, 8, 4]",Poor product quality,Service and Product Quality
S042,30/04/2025,0468 845 930,0479 216 981,Phone,Hospital,NT,"Although the product itself is fine, the poor product quality made the experience unpleasant. I hope future interactions can be smoother and more efficient for customers like me.","['Poor product quality', 'Unpleasant experience', 'Need for smoother interactions']",the poor product quality made the experience unpleasant.,The survey response highlights dissatisfaction with product quality and suggests improvements for customer interactions.,Negative,2025-11-18T22:48:00,gpt-4o-mini,"[2, 8, 4]",Unpleasant experience,Customer service issues
S042,30/04/2025,0468 845 930,0479 216 981,Phone,Hospital,NT,"Although the product itself is fine, the poor product quality made the experience unpleasant. I hope future interactions can be smoother and more efficient for customers like me.","['Poor product quality', 'Unpleasant experience', 'Need for smoother interactions']",the poor product quality made the experience unpleasant.,The survey response highlights dissatisfaction with product quality and suggests improvements for customer interactions.,Negative,2025-11-18T22:48:00,gpt-4o-mini,"[2, 8, 4]",Need for smoother interactions,Service response efficiency
S043,15/07/2025,0462 933 938,0423 171 108,Branch,Combined,QLD,The overall experience was not great due to a unhelpful agent. I had to contact support multiple times and it still remains unresolved. I expected better service quality.,"['Unhelpful agent', 'Multiple support contacts', 'Unresolved issue', 'Poor service quality']",The overall experience was not great due to a unhelpful agent.,"The customer faced challenges with the assistance received and the ongoing unresolved issue, leading to dissatisfaction.",Negative,2025-11-18T22:48:03,gpt-4o-mini,"[8, 1, 1, 2]",Unhelpful agent,Customer service issues
S043,15/07/2025,0462 933 938,0423 171 108,Branch,Combined,QLD,The overall experience was not great due to a unhelpful agent. I had to contact support multiple times and it still remains unresolved. I expected better service quality.,"['Unhelpful agent', 'Multiple support contacts', 'Unresolved issue', 'Poor service quality']",The overall experience was not great due to a unhelpful agent.,"The customer faced challenges with the assistance received and the ongoing unresolved issue, leading to dissatisfaction.",Negative,2025-11-18T22:48:03,gpt-4o-mini,"[8, 1, 1, 2]",Multiple support contacts,Support communication challenges
S043,15/07/2025,0462 933 938,0423 171 108,Branch,Combined,QLD,The overall experience was not great due to a unhelpful agent. I had to contact support multiple times and it still remains unresolved. I expected better service quality.,"['Unhelpful agent', 'Multiple support contacts', 'Unresolved issue', 'Poor service quality']",The overall experience was not great due to a unhelpful agent.,"The customer faced challenges with the assistance received and the ongoing unresolved issue, leading to dissatisfaction.",Negative,2025-11-18T22:48:03,gpt-4o-mini,"[8, 1, 1, 2]",Unresolved issue,Support communication challenges
S043,15/07/2025,0462 933 938,0423 171 108,Branch,Combined,QLD,The overall experience was not great due to a unhelpful agent. I had to contact support multiple times and it still remains unresolved. I expected better service quality.,"['Unhelpful agent', 'Multiple support contacts', 'Unresolved issue', 'Poor service quality']",The overall experience was not great due to a unhelpful agent.,"The customer faced challenges with the assistance received and the ongoing unresolved issue, leading to dissatisfaction.",Negative,2025-11-18T22:48:03,gpt-4o-mini,"[8, 1, 1, 2]",Poor service quality,Service and Product Quality
S044,29/09/2025,0422 131 296,0422 837 292,Email,Ambulance Cover,WA,"I'm constructive about how my rude staff was addressed. It seems like there is no proper escalation process or accountability within the team, which made things worse.","['Rude staff interaction', 'Lack of escalation process', 'Accountability issues']",It seems like there is no proper escalation process or accountability within the team.,The customer highlights issues with staff behavior and a lack of proper procedures in place to address concerns.,Negative,2025-11-18T22:48:06,gpt-4o-mini,"[8, 3, 5]",Rude staff interaction,Customer service issues
S044,29/09/2025,0422 131 296,0422 837 292,Email,Ambulance Cover,WA,"I'm constructive about how my rude staff was addressed. It seems like there is no proper escalation process or accountability within the team, which made things worse.","['Rude staff interaction', 'Lack of escalation process', 'Accountability issues']",It seems like there is no proper escalation process or accountability within the team.,The customer highlights issues with staff behavior and a lack of proper procedures in place to address concerns.,Negative,2025-11-18T22:48:06,gpt-4o-mini,"[8, 3, 5]",Lack of escalation process,Escalation and follow-up issues
S044,29/09/2025,0422 131 296,0422 837 292,Email,Ambulance Cover,WA,"I'm constructive about how my rude staff was addressed. It seems like there is no proper escalation process or accountability within the team, which made things worse.","['Rude staff interaction', 'Lack of escalation process', 'Accountability issues']",It seems like there is no proper escalation process or accountability within the team.,The customer highlights issues with staff behavior and a lack of proper procedures in place to address concerns.,Negative,2025-11-18T22:48:06,gpt-4o-mini,"[8, 3, 5]",Accountability issues,Team accountability challenges
S045,31/08/2025,0486 432 391,0498 231 531,Phone,Extras,WA,"I faced a unclear instructions recently and it caused significant inconvenience. While the agent tried to help, the process was confusing and slow, making the whole experience frustrating.","['Unclear instructions', 'Confusing process', 'Slow service', 'Frustrating experience']","the process was confusing and slow, making the whole experience frustrating.",The customer expressed difficulties due to unclear instructions and a confusing service process that led to frustration. Immediate clarification and efficiency improvements may be needed.,Negative,2025-11-18T22:48:11,gpt-4o-mini,"[10, 10, 4, 8]",Unclear instructions,Communication improvement needs
S045,31/08/2025,0486 432 391,0498 231 531,Phone,Extras,WA,"I faced a unclear instructions recently and it caused significant inconvenience. While the agent tried to help, the process was confusing and slow, making the whole experience frustrating.","['Unclear instructions', 'Confusing process', 'Slow service', 'Frustrating experience']","the process was confusing and slow, making the whole experience frustrating.",The customer expressed difficulties due to unclear instructions and a confusing service process that led to frustration. Immediate clarification and efficiency improvements may be needed.,Negative,2025-11-18T22:48:11,gpt-4o-mini,"[10, 10, 4, 8]",Confusing process,Communication improvement needs
S045,31/08/2025,0486 432 391,0498 231 531,Phone,Extras,WA,"I faced a unclear instructions recently and it caused significant inconvenience. While the agent tried to help, the process was confusing and slow, making the whole experience frustrating.","['Unclear instructions', 'Confusing process', 'Slow service', 'Frustrating experience']","the process was confusing and slow, making the whole experience frustrating.",The customer expressed difficulties due to unclear instructions and a confusing service process that led to frustration. Immediate clarification and efficiency improvements may be needed.,Negative,2025-11-18T22:48:11,gpt-4o-mini,"[10, 10, 4, 8]",Slow service,Service response efficiency
